"","index","Job Title","Salary Estimate","Rating","Company Name","City","State","Metro Area","Industry","Sector","Lower Salary","Upper Salary","Avg Salary(K)","cost.of.living"
"721",932,"IT Associate Data Analyst","$39K-$69K (Glassdoor est.)",3.7,"The Hanover Insurance Group
3.7","Worcester","MA","Worcester","Insurance Carriers","Insurance",39,69,54,113.2
"722",933,"Business Data Analyst","$36K-$71K (Glassdoor est.)",3.8,"Fareportal
3.8","New York","NY","New York","Travel Agencies","Travel & Tourism",36,71,53.5,128
"723",934,"Senior Insurance Data Scientist","$107K-$173K (Glassdoor est.)",3.9,"TransUnion
3.9","Chicago","IL","Chicago","Financial Analytics & Research","Finance",107,173,140,100.1
"724",935,"Senior Data Science Systems Engineer","$56K-$99K (Glassdoor est.)",3.2,"MITRE
3.2","Hampton","VA","Virginia Beach","Federal Agencies","Government",56,99,77.5,99
"725",936,"ENVIRONMENTAL ENGINEER/SCIENTIST","Employer Provided Salary:$25-$28 Per Hour",3.3,"Mcphail Associates
3.3","Cambridge","MA","Boston","Construction","Construction, Repair & Maintenance",52,58,55,132.6
"726",938,"Senior Scientist - Regulatory Submissions","$80K-$155K (Glassdoor est.)",3.1,"Reynolds American
3.1","Winston-Salem","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",80,155,117.5,91.2
"727",939,"Scientist - Biomarker and Flow Cytometry","$43K-$98K (Glassdoor est.)",2.4,"Crown Bioscience
2.4","San Diego","CA","San Diego","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",43,98,70.5,136.2
"728",940,"Revenue Analytics Manager","$45K-$78K (Glassdoor est.)",4.8,"HOVER
4.8","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",45,78,61.5,178.6
"729",941,"Sr. Scientist Method Development","$50K-$110K (Glassdoor est.)",2.9,"Q2 Solutions
2.9","Marietta","GA","Atlanta","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",50,110,80,100.3
"730",942,"Associate Scientist, LC/MS Biologics","$44K-$96K (Glassdoor est.)",2.9,"Q2 Solutions
2.9","Ithaca","NY","Ithaca","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",44,96,70,101.7
"731",943,"Research Scientist, Immunology - Cancer Biology","Employer Provided Salary:$100K-$140K",-1,"Kronos Bio","Cambridge","MA","Boston","-1","-1",100,140,120,132.6
"732",944,"IT - Data Engineer II","$61K-$119K (Glassdoor est.)",3.4,"Arbella Insurance
3.4","Quincy","MA","Boston","Insurance Carriers","Insurance",61,119,90,132.6
"733",945,"Machine Learning Engineer (NLP)","$80K-$142K (Glassdoor est.)",4.1,"CK-12 Foundation
4.1","Palo Alto","CA","San Francisco","K-12 Education","Education",80,142,111,178.6
"734",946,"Senior Data Analyst","$99K-$178K (Glassdoor est.)",3.9,"Life360
3.9","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",99,178,138.5,178.6
"735",947,"Data Science Project Manager","$37K-$100K (Glassdoor est.)",3.6,"MassMutual
3.6","Boston","MA","Boston","Insurance Carriers","Insurance",37,100,68.5,132.6
"736",948,"Data Engineer","$62K-$113K (Glassdoor est.)",3.9,"Fivestars
3.9","San Francisco","CA","San Francisco","Internet","Information Technology",62,113,87.5,178.6
"737",949,"Principal, Data Science - Advanced Analytics","$86K-$137K (Glassdoor est.)",3.6,"IQVIA
3.6","Plymouth Meeting","PA","Philadelphia","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",86,137,111.5,103.4
"738",950,"Sr Scientist, Immuno-Oncology - Oncology","$58K-$111K (Glassdoor est.)",3.9,"GSK
3.9","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",58,111,84.5,132.6
"739",951,"Senior Data Engineer","$72K-$133K (Glassdoor est.)",4.4,"Eventbrite
4.4","Nashville","TN","Nashville","Internet","Information Technology",72,133,102.5,100.1
"740",952,"Project Scientist - Auton Lab, Robotics Institute","$56K-$91K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",56,91,73.5,93.1
"741",953,"Data Science Manager","$95K-$160K (Glassdoor est.)",3.2,"Numeric, LLC
3.2","Allentown","PA","Allentown","Staffing & Outsourcing","Business Services",95,160,127.5,98.9
"742",955,"Research Scientist – Security and Privacy","$61K-$126K (Glassdoor est.)",3.6,"Riverside Research Institute
3.6","Beavercreek","OH","Dayton","Federal Agencies","Government",61,126,93.5,88.4
